User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Age,Months Till Expire
1267,Christine Reed,rebeccahernandez@example.com,rebeccahernandez,1997-10-10,Male,West Rachelstad,2024-03-08,2025-03-08,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,4.1,7,27,0
1268,Joshua Kirk,forddouglas@example.net,forddouglas,1968-02-18,Female,East Bettyfurt,2024-02-04,2025-02-03,Annual,Visa,Manual,Regular,Books,Romance,Smart TV,Medium,3.0,0,57,0
1269,Sean Allen,rodriguezhenry@example.org,rodriguezhenry,1949-01-31,Female,Christinaland,2024-02-03,2025-02-02,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.5,10,76,0
1270,Billy Wallace,pattersonandrea@example.org,pattersonandrea,1946-09-16,Female,West Timothyborough,2024-01-18,2025-01-17,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,4.3,5,78,0
1271,Kevin Allen,allisonstrong@example.org,allisonstrong,1939-04-20,Male,New Rickymouth,2024-01-09,2025-01-08,Annual,Visa,Manual,Regular,Books,Romance,Tablet,Medium,3.5,8,85,0
1272,Andrew Johnson,matthewharrison@example.net,matthewharrison,1982-03-21,Male,Meyerville,2024-03-26,2025-03-26,Annual,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.1,10,42,1
1273,James Fritz,kparker@example.org,kparker,1940-05-07,Female,Donnaview,2024-01-14,2025-01-13,Monthly,Visa,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,3.2,4,84,0
1274,Lee Gonzalez DDS,kevin83@example.org,kevin83,1966-12-07,Male,Adamsbury,2024-01-08,2025-01-07,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,3.2,1,58,0
1275,Katelyn Mccarthy,zwashington@example.net,zwashington,1937-05-16,Female,North Steven,2024-02-24,2025-02-23,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,3.5,5,87,0
1276,William Thomas,alyssa28@example.com,alyssa28,1952-05-02,Male,Chelseamouth,2024-04-02,2025-04-02,Monthly,Mastercard,Manual,Regular,Electronics,Documentary,Smartphone,Low,5.0,2,72,1
1277,Melanie Martin,riceallison@example.com,riceallison,1969-01-16,Male,Simmonsside,2024-01-01,2024-12-31,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Tablet,Low,4.9,3,56,0
1278,Melissa Goodwin,garciajennifer@example.net,garciajennifer,1978-06-11,Male,Butlerland,2024-03-26,2025-03-26,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,Low,4.3,0,46,1
1279,Renee Hayes,dawnmiller@example.com,dawnmiller,1986-05-28,Female,Pamelastad,2024-02-02,2025-02-01,Monthly,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4.0,2,38,0
1280,Edward Jenkins,leah52@example.com,leah52,1974-05-28,Male,Grahamfort,2024-03-08,2025-03-08,Monthly,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,High,4.5,7,50,0
1281,Brandy Williamson,kevin03@example.com,kevin03,1981-08-06,Male,Leeview,2024-02-02,2025-02-01,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Smartphone,Medium,4.3,2,43,0
1282,John Wolfe,lkent@example.net,lkent,1976-11-03,Female,Campbellfurt,2024-03-19,2025-03-19,Monthly,Visa,Auto-renew,Regular,Clothing,Horror,Tablet,Low,3.8,5,48,1
1283,Michael Cole,jennifer96@example.com,jennifer96,1969-10-17,Male,Owenschester,2024-03-06,2025-03-06,Monthly,Mastercard,Manual,Frequent,Books,Horror,Tablet,Low,3.7,2,55,0
1284,Krystal Walker,nicholas17@example.com,nicholas17,2004-01-22,Male,New Jennifer,2024-02-19,2025-02-18,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,Medium,3.7,6,21,0
1285,Shawna Gonzales,robertking@example.net,robertking,1956-04-28,Female,Port Joehaven,2024-02-28,2025-02-27,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Smart TV,Low,3.2,6,68,0
1286,Maria Jensen,williamrogers@example.com,williamrogers,1951-08-08,Female,East Jorge,2024-03-04,2025-03-04,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Medium,3.6,1,73,0
1287,Stephanie Randall,kathryn10@example.net,kathryn10,1970-06-30,Female,East Ronald,2024-02-26,2025-02-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.4,5,54,0
1288,John Bauer,amandamartin@example.com,amandamartin,1998-07-27,Male,Adrianborough,2024-03-05,2025-03-05,Monthly,Amex,Manual,Regular,Books,Sci-Fi,Smart TV,High,3.3,8,26,0
1289,Sean Davis,clayjamie@example.org,clayjamie,1949-12-08,Male,Howardmouth,2024-02-16,2025-02-15,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Tablet,Low,3.8,10,75,0
1290,Maria Walsh,abigailconrad@example.com,abigailconrad,1978-06-03,Male,Powellton,2024-02-26,2025-02-25,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Smartphone,Medium,3.0,4,46,0
1291,Damon Walker,brian46@example.org,brian46,1987-09-22,Male,Craigville,2024-03-24,2025-03-24,Annual,Visa,Auto-renew,Frequent,Books,Horror,Tablet,High,3.2,6,37,1
1292,Timothy Thompson,austin23@example.com,austin23,1959-03-22,Female,Lake Samanthashire,2024-01-08,2025-01-07,Annual,Visa,Manual,Regular,Books,Drama,Tablet,High,3.9,8,65,0
1293,Tyler Morgan,garymeyers@example.org,garymeyers,1989-12-29,Male,East Nathan,2024-03-15,2025-03-15,Monthly,Amex,Manual,Regular,Electronics,Drama,Smart TV,Medium,3.1,9,35,0
1294,David Davis,zpruitt@example.org,zpruitt,1995-08-14,Female,North Megan,2024-02-17,2025-02-16,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,0,29,0
1295,Cindy Decker,cohenpaul@example.net,cohenpaul,1976-02-03,Male,South Michelle,2024-01-04,2025-01-03,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,High,4.2,7,49,0
1296,Robert Wise,thomasthompson@example.net,thomasthompson,1977-02-18,Male,New Katie,2024-02-08,2025-02-07,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,High,3.4,2,48,0
1297,Antonio Williams,hancockjesus@example.com,hancockjesus,1960-08-10,Female,East Kristinmouth,2024-02-18,2025-02-17,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Tablet,Medium,3.9,2,64,0
1298,Dominique Lucas,umclaughlin@example.net,umclaughlin,2003-04-09,Male,Smithchester,2024-02-06,2025-02-05,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,4.1,3,21,0
1299,Megan Frank,ewilson@example.com,ewilson,1969-04-30,Female,New Kimberlymouth,2024-02-12,2025-02-11,Annual,Amex,Manual,Frequent,Books,Comedy,Tablet,High,4.5,0,55,0
1300,Troy Ramirez,kristy17@example.org,kristy17,1976-07-16,Male,Timothyfurt,2024-01-13,2025-01-12,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,Low,3.7,6,48,0
1301,Casey Perkins,cedwards@example.net,cedwards,1975-04-25,Male,Natalieburgh,2024-03-11,2025-03-11,Annual,Mastercard,Manual,Frequent,Books,Horror,Smartphone,Low,4.9,1,49,0
1302,Ashley Moody,daniel24@example.net,daniel24,1967-01-25,Female,Sherihaven,2024-04-07,2025-04-07,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Smart TV,Low,4.4,5,58,1
1303,Jennifer Coleman,thomasedward@example.net,thomasedward,1969-12-08,Female,East Tylerport,2024-01-03,2025-01-02,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,Low,3.2,2,55,0
1304,Ryan Santiago,gtaylor@example.net,gtaylor,1982-03-30,Male,East Amandafort,2024-02-19,2025-02-18,Monthly,Amex,Manual,Frequent,Electronics,Drama,Smart TV,Medium,4.2,9,42,0
1305,Craig Peters,williamsbenjamin@example.net,williamsbenjamin,1946-09-26,Female,Lake Kim,2024-03-06,2025-03-06,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Medium,3.5,1,78,0
1306,Sherri Banks,smithphillip@example.com,smithphillip,2002-08-13,Female,Melissaside,2024-04-12,2025-04-12,Monthly,Visa,Manual,Regular,Books,Action,Smart TV,High,4.3,7,22,1
1307,Monica Gomez,harringtonnicholas@example.org,harringtonnicholas,1959-04-11,Male,Mcguireport,2024-02-22,2025-02-21,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,Smartphone,High,4.8,9,65,0
1308,Cory Moreno,paul69@example.com,paul69,1995-05-16,Male,Lake Nancyland,2024-03-19,2025-03-19,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,Medium,3.9,10,29,1
1309,Alejandro Rojas,warren18@example.net,warren18,1999-02-08,Female,Johnsonfort,2024-02-04,2025-02-03,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,4.5,2,26,0
1310,Richard Rowe,victoriaowens@example.com,victoriaowens,1975-11-30,Female,Hardinmouth,2024-03-07,2025-03-07,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Low,4.3,10,49,0
1311,Erica Weaver,alvarezkelly@example.net,alvarezkelly,1942-08-10,Female,Ashleyland,2024-01-17,2025-01-16,Monthly,Amex,Manual,Occasional,Clothing,Romance,Tablet,Medium,3.9,10,82,0
1312,David Parks,ruth36@example.net,ruth36,1997-10-15,Male,Lake Tylerville,2024-04-09,2025-04-09,Monthly,Visa,Manual,Occasional,Books,Drama,Smartphone,Medium,4.7,4,27,1
1313,Donald Reynolds,miranda01@example.com,miranda01,2002-08-20,Male,Jamesville,2024-04-02,2025-04-02,Monthly,Amex,Manual,Occasional,Clothing,Action,Smart TV,High,4.8,8,22,1
1314,Tammy Santos DVM,mcculloughanthony@example.org,mcculloughanthony,1951-10-25,Male,Fieldsbury,2024-02-05,2025-02-04,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Tablet,High,4.6,2,73,0
1315,Douglas Frank,joshua34@example.net,joshua34,1978-01-31,Male,Port Christianview,2024-01-09,2025-01-08,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,High,3.7,9,47,0
1316,Juan Duran,murillomisty@example.org,murillomisty,1949-09-10,Female,Erikberg,2024-03-08,2025-03-08,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.9,2,75,0
1317,Mrs. Maria Holland MD,emma23@example.com,emma23,2001-12-18,Female,North Eric,2024-03-01,2025-03-01,Monthly,Visa,Manual,Frequent,Books,Action,Tablet,Medium,3.9,1,23,0
1318,Rachael Miles DDS,michelle53@example.org,michelle53,1998-03-24,Female,Greenechester,2024-02-18,2025-02-17,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smartphone,High,4.6,7,26,0
1319,Jeffrey Chambers,ocastillo@example.net,ocastillo,1935-03-08,Female,Jerryfurt,2024-03-09,2025-03-09,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smart TV,High,3.4,10,90,0
1320,Sheena Gaines,danahaynes@example.org,danahaynes,2004-09-10,Female,West Victoria,2024-01-08,2025-01-07,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smart TV,Medium,4.0,2,20,0
1321,Patrick Macdonald,riosmarie@example.com,riosmarie,1953-01-22,Female,North Andrew,2024-03-06,2025-03-06,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.2,7,72,0
1322,Elizabeth Wheeler,donaldmccullough@example.org,donaldmccullough,1941-06-21,Female,South Victorburgh,2024-04-01,2025-04-01,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Tablet,High,3.6,3,83,1
1323,Joshua Williams,sherylgray@example.org,sherylgray,1977-12-30,Female,West Paulland,2024-03-07,2025-03-07,Annual,Amex,Manual,Frequent,Books,Romance,Tablet,High,4.3,1,47,0
1324,Kenneth Adkins,lewiswilliam@example.com,lewiswilliam,1954-07-20,Male,Deleonville,2024-01-23,2025-01-22,Monthly,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.3,0,70,0
1325,Elizabeth Johnson,nwilson@example.com,nwilson,1997-02-16,Female,Lake Melissashire,2024-03-26,2025-03-26,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Low,2.0,3,28,1
1326,William Mckee,ysanders@example.org,ysanders,1965-01-05,Male,Lake Stevenland,2024-01-15,2025-01-14,Monthly,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,5.0,3,60,0
1327,Brittany Rowe,leachderek@example.com,leachderek,1961-12-18,Female,Gallagherborough,2024-01-05,2025-01-04,Monthly,Visa,Manual,Regular,Books,Action,Smartphone,Low,4.5,9,63,0
1328,Emily Howard,christopherbridges@example.net,christopherbridges,1967-07-30,Female,Walkerton,2024-02-09,2025-02-08,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.9,0,57,0
1329,Christopher Mckay,jay38@example.org,jay38,1940-08-25,Female,West Lisa,2024-03-04,2025-03-04,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,Low,3.3,1,84,0
1330,Katherine Mckenzie,rreed@example.net,rreed,1937-12-30,Male,South Kellyville,2024-03-08,2025-03-08,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.4,2,87,0
1331,Vanessa Fletcher,aaronwelch@example.org,aaronwelch,1987-01-02,Female,East Robertshire,2024-02-23,2025-02-22,Annual,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,7,38,0
1332,James Strickland,sonya57@example.org,sonya57,1949-05-22,Female,Lake Williamville,2024-01-05,2025-01-04,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,Low,3.8,5,75,0
1333,Corey Thomas,melissamason@example.org,melissamason,2003-12-02,Male,East Darlenebury,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,4.0,8,21,0
1334,Phillip Wilson,sanchezlinda@example.com,sanchezlinda,1980-09-03,Male,Hartmouth,2024-03-02,2025-03-02,Monthly,Visa,Manual,Regular,Clothing,Romance,Smart TV,High,4.1,4,44,0
1335,Jason Thompson,wwhitaker@example.org,wwhitaker,2004-07-01,Male,East Johnville,2024-02-13,2025-02-12,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Medium,3.8,3,20,0
1336,Lindsay Clarke DVM,tina28@example.org,tina28,1942-08-23,Male,Terrihaven,2024-04-08,2025-04-08,Annual,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.8,8,82,1
1337,Tyler Hester,robert74@example.com,robert74,1934-08-12,Female,West Sergio,2024-04-13,2025-04-13,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Medium,4.5,4,90,1
1338,Kevin Haley,paige48@example.net,paige48,1981-07-10,Female,Joshuachester,2024-01-17,2025-01-16,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,Low,3.6,1,43,0
1339,Eric Roberts,holly03@example.org,holly03,1933-10-23,Male,West Kimberlyhaven,2024-01-03,2025-01-02,Annual,Visa,Manual,Frequent,Books,Documentary,Smartphone,Medium,3.1,10,91,0
1340,Karen Davidson,fanderson@example.com,fanderson,1984-06-29,Female,Kevinchester,2024-03-05,2025-03-05,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,High,5.0,3,40,0
1341,Julia Moore,ewilson@example.com,ewilson,1941-11-08,Male,Martinezmouth,2024-02-14,2025-02-13,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,6,83,0
1342,Victor Hernandez,kathleen05@example.net,kathleen05,1982-06-03,Male,Valenzuelahaven,2024-03-03,2025-03-03,Annual,Visa,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.9,9,42,0
1343,Joseph Turner,raymond73@example.org,raymond73,1980-02-28,Male,Port Jessehaven,2024-03-13,2025-03-13,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smart TV,Medium,4.5,8,44,0
1344,Brian Wright,katherinebrown@example.net,katherinebrown,1965-03-04,Female,Shermanland,2024-01-05,2025-01-04,Annual,Visa,Manual,Regular,Electronics,Comedy,Smart TV,High,4.7,9,59,0
1345,Robin Ellis,foxheather@example.net,foxheather,1956-06-15,Female,Maryshire,2024-03-15,2025-03-15,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,High,4.4,10,68,0
1346,John Gonzalez,shannon15@example.net,shannon15,1946-10-18,Female,Harrisonfort,2024-04-06,2025-04-06,Annual,Visa,Auto-renew,Regular,Clothing,Action,Smartphone,High,3.2,8,78,1
1347,Logan Edwards,wellsjonathan@example.net,wellsjonathan,1991-07-23,Male,Heathshire,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.7,2,33,0
1348,Brian Houston,ymartinez@example.com,ymartinez,1934-09-02,Male,East Kenneth,2024-02-26,2025-02-25,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smartphone,Medium,4.2,4,90,0
1349,Jennifer Vazquez,madison87@example.net,madison87,1976-09-30,Female,Amychester,2024-02-02,2025-02-01,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.6,6,48,0
1350,Jason Lynn,hannahnewman@example.org,hannahnewman,1950-02-23,Male,East Robertside,2024-02-26,2025-02-25,Monthly,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,3.7,3,75,0
1351,Sarah Shields,acrawford@example.com,acrawford,2000-08-20,Male,Bridgesshire,2024-03-03,2025-03-03,Annual,Visa,Manual,Occasional,Electronics,Romance,Smart TV,High,3.4,6,24,0
1352,Mary Thompson,patriciawoods@example.org,patriciawoods,1983-09-26,Male,Castrofort,2024-03-21,2025-03-21,Monthly,Visa,Manual,Frequent,Clothing,Horror,Smartphone,High,3.2,7,41,1
1353,Lauren Hartman,eclark@example.net,eclark,1949-12-13,Male,West Kenneth,2024-03-06,2025-03-06,Annual,Visa,Manual,Frequent,Books,Action,Smartphone,Low,3.7,9,75,0
1354,Stephanie Young DVM,nicholschad@example.net,nicholschad,1992-01-20,Female,South Richardberg,2024-03-22,2025-03-22,Annual,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,4.0,4,33,1
1355,Michele Morris,andreamartin@example.org,andreamartin,1962-12-26,Female,Douglasfort,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.2,9,62,0
1356,Michael Harrell,thomaswoodward@example.com,thomaswoodward,2004-05-14,Female,Lake Mitchellshire,2024-03-18,2025-03-18,Monthly,Amex,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.7,5,20,1
1357,Clayton Gordon,wallacemichael@example.net,wallacemichael,1963-01-02,Female,Andersontown,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Low,3.8,2,62,0
1358,Christopher Bishop,lclark@example.org,lclark,1940-01-18,Male,Danielburgh,2024-01-11,2025-01-10,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smart TV,Low,4.3,2,85,0
1359,Michael Wood,johnstonseth@example.com,johnstonseth,1979-06-26,Female,East Robert,2024-01-18,2025-01-17,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smartphone,Low,4.5,5,45,0
1360,Mikayla Davis,andersonmark@example.com,andersonmark,1944-04-03,Female,Alexashire,2024-02-05,2025-02-04,Annual,Visa,Manual,Regular,Books,Sci-Fi,Tablet,Low,4.6,2,80,0
1361,Michael Lara,haileymcguire@example.org,haileymcguire,1937-12-15,Female,New Carlshire,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Smartphone,Low,3.4,9,87,0
1362,Debra Alexander,owenscameron@example.com,owenscameron,1959-01-18,Male,Lake Vernonmouth,2024-04-06,2025-04-06,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Low,3.5,4,66,1
1363,Bradley Mendoza,djohnson@example.net,djohnson,1945-05-02,Male,Lake Melissamouth,2024-01-26,2025-01-25,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Low,3.7,1,79,0
1364,Cheryl Reid,michaelmorgan@example.com,michaelmorgan,1976-07-29,Female,Crystalchester,2024-04-12,2025-04-12,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Low,3.1,7,48,1
1365,Julia Hernandez,coxderek@example.com,coxderek,1947-05-01,Female,Copelandbury,2024-03-06,2025-03-06,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,High,4.0,1,77,0
1366,Jessica Harris,garrett60@example.com,garrett60,1952-12-25,Female,Patrickton,2024-04-06,2025-04-06,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.7,6,72,1
1367,Michael Miller,pamaustin@example.com,pamaustin,1980-09-06,Female,South Andrewfurt,2024-02-23,2025-02-22,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,High,3.1,6,44,0
1368,Michael Nichols,tom53@example.org,tom53,1964-04-23,Male,Juarezville,2024-02-05,2025-02-04,Annual,Mastercard,Manual,Regular,Books,Horror,Smartphone,Medium,3.7,7,60,0
1369,Emily Thomas,tyronerodriguez@example.org,tyronerodriguez,1936-10-18,Female,Bradleystad,2024-01-04,2025-01-03,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.7,8,88,0
1370,Mason Wright,jwilkinson@example.org,jwilkinson,1998-12-12,Female,North Dominique,2024-02-19,2025-02-18,Annual,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.7,0,26,0
1371,Cynthia Matthews,owensjames@example.org,owensjames,1965-04-09,Female,Lake Thomas,2024-01-28,2025-01-27,Annual,Amex,Manual,Occasional,Books,Comedy,Smartphone,High,4.7,6,59,0
1372,Pamela Peterson,davidaustin@example.net,davidaustin,1995-06-13,Male,West Nataliemouth,2024-02-15,2025-02-14,Annual,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Medium,4.3,10,29,0
1373,Patricia Reed,nathan93@example.com,nathan93,1933-06-11,Female,Contrerasbury,2024-02-06,2025-02-05,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,High,3.5,0,91,0
1374,Raymond Smith,christineyoung@example.net,christineyoung,1995-12-06,Male,Thomasside,2024-01-06,2025-01-05,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.8,6,29,0
1375,Cynthia Dunn,rosspatrick@example.org,rosspatrick,1987-09-23,Female,New Ronaldfurt,2024-02-22,2025-02-21,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,High,3.6,5,37,0
1376,Steven Hull,christine33@example.com,christine33,1944-06-23,Male,Robertsonton,2024-02-06,2025-02-05,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.4,7,80,0
1377,Stephanie Anderson,dwilliams@example.net,dwilliams,1992-12-18,Female,East Dennis,2024-04-01,2025-04-01,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,4.6,5,32,1
1378,Daniel Fox,fishermary@example.net,fishermary,1983-11-23,Female,South Michaelville,2024-03-30,2025-03-30,Annual,Visa,Manual,Occasional,Clothing,Drama,Tablet,Medium,5.0,9,41,1
1379,Tamara Carson,browntimothy@example.net,browntimothy,1965-04-16,Male,North Leahville,2024-01-05,2025-01-04,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,4.5,2,59,0
1380,Paul Barrera,masonkimberly@example.net,masonkimberly,1933-08-31,Male,Samanthaland,2024-03-21,2025-03-21,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0,91,1
1381,Michael Ayala,maxwellkeith@example.com,maxwellkeith,1941-06-14,Male,South Kelsey,2024-04-09,2025-04-09,Annual,Mastercard,Auto-renew,Regular,Clothing,Documentary,Tablet,High,4.6,7,83,1
1382,Ryan Rollins,timothy34@example.net,timothy34,1957-09-21,Female,West Luishaven,2024-03-10,2025-03-10,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,Medium,3.1,3,67,0
1383,Jacob Chavez,kendraschwartz@example.org,kendraschwartz,1966-07-20,Female,New Ethanstad,2024-01-05,2025-01-04,Monthly,Visa,Manual,Occasional,Books,Action,Smart TV,High,3.0,7,58,0
1384,Melissa Smith,aliciaperez@example.org,aliciaperez,1989-11-12,Female,Port Michaelville,2024-04-05,2025-04-05,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smart TV,Low,4.6,2,35,1
1385,Lisa Wilcox,darleneevans@example.org,darleneevans,1936-07-29,Female,Elliottfort,2024-01-06,2025-01-05,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.7,4,88,0
1386,Mark Perez,greid@example.com,greid,2005-01-14,Female,Guzmanville,2024-01-19,2025-01-18,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,3.4,2,20,0
1387,Brian Norris,kristin34@example.org,kristin34,1972-05-30,Female,Robinsonmouth,2024-02-11,2025-02-10,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.3,10,52,0
1388,Holly Baker,cfernandez@example.net,cfernandez,1991-03-03,Female,Lake Desiree,2024-03-05,2025-03-05,Annual,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Medium,3.3,6,33,0
1389,Brian Miller,marcusking@example.com,marcusking,1957-12-10,Female,Johnsonside,2024-03-05,2025-03-05,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Tablet,Low,3.7,0,67,0
1390,Joseph King,johnlee@example.com,johnlee,1934-06-17,Female,Isabellaside,2024-01-15,2025-01-14,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,Medium,3.5,0,90,0
1391,John Hardin,emckinney@example.com,emckinney,1941-10-23,Male,Port Steven,2024-02-16,2025-02-15,Annual,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.4,3,83,0
1392,Jennifer Gordon,sotodavid@example.com,sotodavid,1942-02-28,Male,Manuelmouth,2024-02-23,2025-02-22,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.2,8,83,0
1393,Brandon Henderson,barry62@example.com,barry62,1942-05-14,Male,Lisaburgh,2024-01-03,2025-01-02,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smart TV,Medium,4.4,9,82,0
1394,Robert Knight,melissasimpson@example.net,melissasimpson,1934-10-16,Male,Chadberg,2024-03-08,2025-03-08,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smart TV,Low,3.3,2,90,0
1395,Crystal Brooks,ryanrichard@example.net,ryanrichard,1994-02-07,Female,Kathleenland,2024-01-20,2025-01-19,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Tablet,Medium,4.0,0,31,0
1396,Jessica Hopkins,yatestracey@example.net,yatestracey,1987-11-29,Female,Port Shawnshire,2024-02-14,2025-02-13,Monthly,Visa,Auto-renew,Regular,Clothing,Action,Tablet,High,4.6,6,37,0
1397,Jennifer Price,georgelane@example.net,georgelane,1945-03-02,Female,South Shane,2024-01-10,2025-01-09,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Low,4.0,6,80,0
1398,Kelly Harris,josephvaldez@example.net,josephvaldez,2005-11-25,Female,New Austin,2024-03-23,2025-03-23,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,3.6,0,19,1
